kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,¦¤m/z,mzDiff,Count,Molecular formula changes
C00026,C00441,C(CC(=O)O)C(=O)C(=O)O,C(C=O)[C@@H](C(=O)O)N,146.0215,117.0426,C5H6O5,C4H7NO3,28.9789,28.9789,1,(/+H  /+N  /-C  /-O2)
C07572,C16612,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,C1C2=C(C=CC(=C2)C#N)C(O1)(CCC=O)C3=CC=C(C=C3)F,324.1638,295.1009,C20H21FN2O,C18H14FNO2,29.0629,29.0629,1,(/+O  /-C2  /-H7  /-N)
C00120,C01909,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,CC1C(NC(=O)N1)CCCCCC(=O)O,244.0882,214.1317,C10H16N2O3S,C10H18N2O3,29.9565,29.9565,1,(/+H2  /-S)
C02199,C09789,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,550.0601,580.1792,C15H24N2O16P2,C27H32O14,-30.1191,30.1191,1,(/+C12  /+H8  /-N2  /-O2  /-P2)
C05382,C12214,C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)OP(=O)(O)O,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)N)O)OP(=O)(O)O,290.0403,259.0457,C7H15O10P,C6H14NO8P,30.9946,30.9946,1,(/+N  /-C  /-H  /-O2)
C00472,C00870,C1=CC(=O)C=CC1=O,C1=CC(=CC=C1[N+](=O)[O-])O,108.0211,139.0269,C6H4O2,C6H5NO3,-31.0058,31.0058,1,(/+H  /+N  /+O)
C00019,C11675,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)OC)C(=O)OC,398.1372,366.1943,C15H22N6O5S,C22H26N2O3,31.9429,31.9429,1,(/+C7  /+H4  /-N4  /-O2  /-S)
C12835,C12836,C(=C(\C(=O)O)/Cl)\C(=O)C(C(=O)O)Cl,C(CC(=O)O)C(=O)C(C(=O)O)Cl,225.9436,193.9982,C6H4Cl2O5,C6H7ClO5,31.9454,31.9454,1,(/+H3  /-Cl)
C05924,C18239,C([C@@H]1C(=C([C@H]2[C@@H](O1)NC3=C(N2)C(=O)N=C(N3)N)S)S)OP(=O)(O)O,C1[C@@H]2[C@@H](C([C@H]3[C@@H](O2)NC4=C(N3)C(=O)N=C(N4)N)(O)O)OP(=O)(O1)O,395.0123,363.058,C10H14N5O6PS2,C10H14N5O8P,31.9543,31.9543,1,(/+O2  /-S2)
C07163,C16659,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CC=C1C(CC(N1C)C)(C2=CC=CC=C2)C3=CC=CC=C3,309.2093,277.1831,C21H27NO,C20H23N,32.0262,32.0262,1,(/-C  /-H4  /-O)
C00620,C16633,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)F,230.0192,262.0601,C5H11O8P,C9H11FN2O6,-32.0409,32.0409,1,(/+C4  /+F  /+N2  /-O2  /-P)
C00036,C00166,C(C(=O)C(=O)O)C(=O)O,C1=CC=C(C=C1)CC(=O)C(=O)O,132.0059,164.0473,C4H4O5,C9H8O3,-32.0414,32.0415,1,(/+C5  /+H4  /-O2)
C02469,C05778,C1=C2C(=C(C(=CC3=NC(=CC4=NC(=CC5=C(C(=C1N5)CCC(=O)O)CC(=O)O)C(=C4CC(=O)O)CCC(=O)O)C(=C3CC(=O)O)CCC(=O)O)N2)CC(=O)O)CCC(=O)O,C[C@@]1([C@@H](C2=NC1=CC3=NC(=CC4=C(C(=C(N4)C=C5C(=C(C(=C2)N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)[C@@]([C@@H]3CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O,830.2283,862.2909,C40H38N4O16,C42H46N4O16,-32.0626,32.0626,1,(/+C2  /+H8)
C00019,C02477,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O,398.1372,430.3811,C15H22N6O5S,C29H50O2,-32.2439,32.2439,1,(/+C14  /+H28  /-N6  /-O3  /-S)
C00053,C16259,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,C[C@H](CCCOS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,506.9862,474.2651,C10H15N5O13P2S,C24H42O7S,32.7211,32.7211,1,(/+C14  /+H27  /-N5  /-O6  /-P2)
C00020,C16618,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=S,347.0631,380.0192,C10H14N5O7P,C10H13N4O8PS,-32.9561,32.9561,1,(/+O  /+S  /-H  /-N)
C00109,C00155,CCC(=O)C(=O)O,C(CS)[C@@H](C(=O)O)N,102.0317,135.0354,C4H6O3,C4H9NO2S,-33.0037,33.0037,1,(/+H3  /+N  /+S  /-O)
C00691,C00940,[C@H]1([C@H](C(=O)[C@H]([C@@H](C1O)O)O)O)O,C(CC(=O)N)C(=O)C(=O)O,178.0477,145.0375,C6H10O6,C5H7NO4,33.0102,33.0103,1,(/+N  /-C  /-H3  /-O2)
C00019,C06629,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC1=C2C=C3C=C(C(=C(C3=C(C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)O,398.1372,365.0899,C15H22N6O5S,C20H15NO6,33.0473,33.0473,1,(/+C5  /+O  /-H7  /-N5  /-S)
C01180,C18904,CSCCC(=O)C(=O)O,C[Se]CC(=O)C(=O)O,148.0194,181.9482,C5H8O3S,C4H6O3Se,-33.9288,33.9288,1,(/+Se  /-C  /-H2  /-S)
C00155,C17234,C(CS)[C@@H](C(=O)O)N,C/C=C(/C(=O)O)\N,135.0354,101.0477,C4H9NO2S,C4H7NO2,33.9877,33.9877,1,(/-H2  /-S)
C00025,C00082,C(CC(=O)O)[C@@H](C(=O)O)N,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,147.0532,181.0739,C5H9NO4,C9H11NO3,-34.0207,34.0208,1,(/+C4  /+H2  /-O)
C00169,C00327,C(=O)(N)OP(=O)(O)O,C(C[C@@H](C(=O)O)N)CNC(=O)N,140.9827,175.0957,CH4NO5P,C6H13N3O3,-34.113,34.113,1,(/+C5  /+H9  /+N2  /-O2  /-P)
C00053,C02744,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)COS(=O)(=O)O)O)O)O)N)O,506.9862,541.2921,C10H15N5O13P2S,C24H47NO10S,-34.3059,34.3059,1,(/+C14  /+H32  /-N4  /-O3  /-P2)
C00053,C03898,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OS(=O)(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O,506.9862,541.9131,C10H15N5O13P2S,C15H10O16S3,-34.9269,34.9269,1,(/+C5  /+O3  /+S2  /-H5  /-N5  /-P2)
C00596,C04075,C=C/C=C(\C(=O)O)/O,C=C(C[C@@H](C(=O)O)N)Cl,114.0317,149.0244,C5H6O3,C5H8ClNO2,-34.9927,34.9927,1,(/+H2  /+Cl  /+N  /-O)
C00627,C11437,CC1=NC=C(C(=C1O)CO)COP(=O)(O)O,CC(=O)[C@H]([C@@H](COP(=O)(O)O)O)O,249.0402,214.0242,C8H12NO6P,C5H11O7P,35.016,35.016,1,(/+O  /-C3  /-H  /-N)
C00019,C05194,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CN1CC2=C3C(=CC(=C2C4=C1C5=CC6=C(C=C5C=C4)OCO6)OC)OCO3,398.1372,363.1107,C15H22N6O5S,C21H17NO5,35.0265,35.0265,1,(/+C6  /-H5  /-N5  /-S)
C00036,C00250,C(C(=O)C(=O)O)C(=O)O,CC1=NC=C(C(=C1O)C=O)CO,132.0059,167.0582,C4H4O5,C8H9NO3,-35.0523,35.0523,1,(/+C4  /+H5  /+N  /-O2)
C00169,C00438,C(=O)(N)OP(=O)(O)O,C([C@@H](C(=O)O)NC(=O)N)C(=O)O,140.9827,176.0433,CH4NO5P,C5H8N2O5,-35.0606,35.0606,1,(/+C4  /+H4  /+N  /-P)
C03722,C05840,C1=CC(=C(N=C1)C(=O)O)C(=O)O,C(C(=N)C(=O)O)C(=O)O,167.0219,131.0219,C7H5NO4,C4H5NO4,36,36,1,(/-C3)
C06714,C09821,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(CCCC(=O)O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4=O)O,925.1731,889.152,C28H46N7O20P3S,C28H42N7O18P3S,36.0211,36.0211,1,(/-H4  /-O2)
C00063,C00570,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OCCN)O)O,482.9845,446.0604,C9H16N3O14P3,C11H20N4O11P2,36.9241,36.9241,1,(/+C2  /+H4  /+N  /-O3  /-P)
C00013,C00227,OP(=O)(O)OP(=O)(O)O,CC(=O)OP(=O)(O)O,177.9432,139.9875,H4P2O7,C2H5O5P,37.9557,37.9557,1,(/+C2  /+H  /-P  /-O2)
C00026,C03232,C(CC(=O)O)C(=O)C(=O)O,C(C(=O)C(=O)O)OP(=O)(O)O,146.0215,183.9773,C5H6O5,C3H5O7P,-37.9558,37.9558,1,(/+O2  /+P  /-C2  /-H)
C00019,C04552,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)OC,398.1372,360.0845,C15H22N6O5S,C18H16O8,38.0527,38.0527,1,(/+C3  /+O3  /-H6  /-N6  /-S)
C00063,C11435,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C[C@](CO)([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O)O,482.9845,521.0812,C9H16N3O14P3,C14H25N3O14P2,-38.0967,38.0967,1,(/+C5  /+H9  /-P)
C00166,C00331,C1=CC=C(C=C1)CC(=O)C(=O)O,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,164.0473,203.0582,C9H8O3,C11H9NO3,-39.0109,39.0109,1,(/+C2  /+H  /+N)
C00002,C00460,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,506.9957,467.9736,C10H16N5O13P3,C9H15N2O14P3,39.0221,39.0221,1,(/+O  /-C  /-H  /-N3)
C00002,C20422,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H](O1)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,506.9957,467.9389,C10H16N5O13P3,C6H16O16P4,39.0568,39.0568,1,(/+O3  /+P  /-C4  /-N5)
C00002,C00458,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,506.9957,466.9896,C10H16N5O13P3,C9H16N3O13P3,40.0061,40.0061,1,(/-C  /-N2)
C16143,C16286,C[C@H]\1CC/C=C(/CC[C@H](/C=C1)C(C)(C)O)\C,C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,222.1984,182.1671,C15H26O,C12H22O,40.0313,40.0313,1,(/-C3  /-H4)
C00053,C18043,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C)C,506.9862,466.3117,C10H15N5O13P2S,C27H46O4S,40.6745,40.6745,1,(/+C17  /+H31  /-N5  /-O9  /-P2)
C00119,C04302,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,C1=CC=C(C(=C1)C(=O)O)N[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,389.9518,349.0563,C5H13O14P3,C12H16NO9P,40.8955,40.8955,1,(/+C7  /+H3  /+N  /-O5  /-P2)
C00921,C04807,C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)O,C1C(=NC2=C(N1)NC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O,314.1127,355.0083,C14H14N6O3,C7H11N5O8P2,-40.8956,40.8956,1,(/+O5  /+P2  /-C7  /-H3  /-N)
C00053,C16261,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,C[C@H](CC[C@H](C(CO)COS(=O)(=O)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,506.9862,548.3019,C10H15N5O13P2S,C27H48O9S,-41.3157,41.3157,1,(/+C17  /+H33  /-N5  /-O4  /-P2)
C00119,C00130,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,389.9518,348.0471,C5H13O14P3,C10H13N4O8P,41.9047,41.9047,1,(/+C5  /+N4  /-O6  /-P2)
C06559,C06560,CC(C)NC1=NC(=NC(=N1)N)Cl,C1(=NC(=NC(=N1)Cl)N)N,187.0625,145.0155,C6H10ClN5,C3H4ClN5,42.047,42.047,1,(/-C3  /-H6)
C00019,C08830,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)O)C)C,398.1372,440.4018,C15H22N6O5S,C31H52O,-42.2646,42.2646,1,(/+C16  /+H30  /-N6  /-O4  /-S)
C00019,C02890,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,398.1372,355.1784,C15H22N6O5S,C21H25NO4,42.9588,42.9588,1,(/+C6  /+H3  /-N5  /-O  /-S)
C00019,C01137,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[S+](CCCN)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,398.1372,355.1552,C15H22N6O5S,C14H23N6O3S,42.982,42.982,1,(/+H  /-C  /-O2)
C00135,C05575,C1=C(NC=N1)C[C@@H](C(=O)O)N,C[N+](C)(C)[C@@H](CC1=CN=CN1)C(=O)O,155.0695,198.1243,C6H9N3O2,C9H16N3O2,-43.0548,43.0548,1,(/+C3  /+H7)
C00019,C02915,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[N+]12CCC3=CC4=C(C=C3[C@@H]1CC5=C(C2)C(=C(C=C5)OC)OC)OCO4,398.1372,354.1705,C15H22N6O5S,C21H24NO4,43.9667,43.9667,1,(/+C6  /+H2  /-N5  /-O  /-S)
C00043,C04806,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2CCC3C2(CCC4C3CCC5=C4C=CC(=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O)C)CO)O)O,607.0816,651.2891,C17H27N3O17P2,C32H45NO13,-44.2075,44.2075,1,(/+C15  /+H18  /-N2  /-O4  /-P2)
C00002,C03115,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)OP(=O)(O)O)/C)/C)C,506.9957,462.0974,C10H16N5O13P3,C15H29O10P3,44.8983,44.8983,1,(/+C5  /+H13  /-N5  /-O3)
C00090,C02357,C1=CC=C(C(=C1)O)O,C1=CC=C(C(=C1)C(=O)O)Cl,110.0368,155.9978,C6H6O2,C7H5ClO2,-45.961,45.961,1,(/+C  /+Cl  /-H)
C01175,C02887,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@@H](CC(=O)O)C(=O)O,386.1213,340.0794,C17H22O10,C15H16O9,46.0419,46.0419,1,(/-C2  /-H6  /-O)
C00341,C20406,CC(=CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)C,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C/C=C(\C)/CCC=C(C)C)O,314.0684,360.2301,C10H20O7P2,C22H32O4,-46.1617,46.1617,1,(/+C12  /+H12  /-O3  /-P2)
C00167,C17752,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O,C1[C@H](NC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)C(=O)O,580.0343,533.1381,C15H22N2O18P2,C21H27NO15,46.8962,46.8962,1,(/+C6  /+H5  /-N  /-O3  /-P2)
C20366,C20367,C\1=CC(=O)O/C1=C\C(=O)C(=O)O,C(=C/C(=O)O)\C(=C/C(=O)C(=O)O)\[N+](=O)[O-],168.0059,215.0066,C7H4O5,C7H5NO7,-47.0007,47.0007,1,(/+H  /+N  /+O2)
C00073,C00109,CSCC[C@@H](C(=O)O)N,CCC(=O)C(=O)O,149.051,102.0317,C5H11NO2S,C4H6O3,47.0193,47.0193,1,(/+O  /-C  /-H5  /-N  /-S)
C00029,C04103,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,566.055,518.3819,C15H24N2O17P2,C28H54O8,47.6731,47.6731,1,(/+C13  /+H30  /-N2  /-O9  /-P2)
C00119,C16634,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)F,389.9518,342.0264,C5H13O14P3,C9H12FN2O9P,47.9254,47.9254,1,(/+C4  /+F  /+N2  /-H  /-O5  /-P2)
C00002,C05696,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O[Se](=O)(=O)O)OP(=O)(O)O)O,506.9957,554.9307,C10H16N5O13P3,C10H15N5O13P2Se,-47.935,47.935,1,(/+Se  /-H  /-P)
C00073,C17234,CSCC[C@@H](C(=O)O)N,C/C=C(/C(=O)O)\N,149.051,101.0477,C5H11NO2S,C4H7NO2,48.0033,48.0033,1,(/-C  /-H4  /-S)
C11911,C11998,C[C@@H]1C[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)N(C)C,CC[C@@H]1[C@@H](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)C)C,559.1332,509.3353,C18H31N3O13P2,C28H47NO7,49.7979,49.7979,1,(/+C10  /+H16  /-N2  /-O6  /-P2)
C06801,C12371,CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)[C@@]4(C(=O)C=C([C@H]([C@@]4(C3=O)O)O)OC)O)OC)C(=O)OC,CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)C4=C(C=C(C=C4C3=O)OC)O)OC)C(=O)OC,472.1006,422.1002,C23H20O11,C23H18O8,50.0004,50.0004,1,(/-H2  /-O3)
C00065,C01162,C([C@@H](C(=O)O)N)O,C1=CN(N=C1)C[C@@H](C(=O)O)N,105.0426,155.0695,C3H7NO3,C6H9N3O2,-50.0269,50.0269,1,(/+C3  /+H2  /+N2  /-O)
C00043,C17587,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2[C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H]([C@@H](C[C@@H]([C@H]3O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CN)O)O)N)N)N)O)CO)CO)O)O,607.0816,657.3069,C17H27N3O17P2,C25H47N5O15,-50.2253,50.2253,1,(/+C8  /+H20  /+N2  /-O2  /-P2)
C01118,C05699,C(COC(=O)CCC(=O)O)[C@@H](C(=O)O)N,C(C[Se]C[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,219.0743,270.0119,C8H13NO6,C7H14N2O4Se,-50.9376,50.9376,1,(/+H  /+N  /+Se  /-C  /-O2)
C16848,C16850,CC(=O)[C@H]([C@@H](C(=O)COP(=O)(O)O)O)O,CC(=O)[C@H]([C@@H](C[C@@H](C(=O)O)N)O)O,242.0192,191.0794,C6H11O8P,C7H13NO5,50.9398,50.9398,1,(/+C  /+H2  /+N  /-O3  /-P)
C00119,C04677,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N,389.9518,338.0628,C5H13O14P3,C9H15N4O8P,51.889,51.889,1,(/+C4  /+H2  /+N4  /-O6  /-P2)
C00119,C04437,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,C1=C(N=CN1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)CC(=O)O,389.9518,338.0515,C5H13O14P3,C10H15N2O9P,51.9003,51.9003,1,(/+C5  /+H2  /+N2  /-O5  /-P2)
C00979,C03584,CC(=O)OC[C@@H](C(=O)O)N,C1=CN(C(=O)NC1=O)C[C@@H](C(=O)O)N,147.0532,199.0593,C5H9NO4,C7H9N3O4,-52.0061,52.0061,1,(/+C2  /+N2)
C00979,C04446,CC(=O)OC[C@@H](C(=O)O)N,C1=C[N+](=CC(=C1O)O)C[C@@H](C(=O)O)N,147.0532,199.0719,C5H9NO4,C8H11N2O4,-52.0187,52.0187,1,(/+C3  /+H2  /+N)
C00025,C06114,C(CC(=O)O)[C@@H](C(=O)O)N,C(CNC(=O)CC[C@@H](C(=O)O)N)C#N,147.0532,199.0957,C5H9NO4,C8H13N3O3,-52.0425,52.0425,1,(/+C3  /+H4  /+N2  /-O)
C08613,C19892,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(C)C)/C)/C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C=O)/C)/C,534.4226,482.3549,C40H54,C35H46O,52.0677,52.0677,1,(/+O  /-C5  /-H8)
